-183.363, 78.127, 1.578,  1.765
-183.349, 78.076, 1.585,  1.798
-183.334, 78.025, 1.592,  1.831
-183.320, 77.973, 1.599,  1.864
-183.305, 77.922, 1.605,  1.897
-183.291, 77.870, 1.611,  1.930
-183.276, 77.818, 1.616,  1.963
-183.261, 77.766, 1.622,  1.996
-183.246, 77.714, 1.627,  2.029
-183.230, 77.662, 1.632,  2.062
-183.215, 77.609, 1.638,  2.095
-183.199, 77.557, 1.643,  2.128
-183.184, 77.504, 1.648,  2.161
-183.168, 77.451, 1.654,  2.194
-183.152, 77.398, 1.659,  2.227
-183.136, 77.345, 1.665,  2.260
-183.119, 77.292, 1.670,  2.293
-183.103, 77.238, 1.676,  2.326
-183.087, 77.185, 1.682,  2.359
-183.070, 77.131, 1.688,  2.392
-183.053, 77.077, 1.694,  2.425
-183.036, 77.023, 1.700,  2.458
-183.019, 76.968, 1.706,  2.491
-183.002, 76.914, 1.712,  2.524
-182.985, 76.859, 1.718,  2.557
-182.967, 76.804, 1.724,  2.590
-182.950, 76.749, 1.731,  2.623
-182.932, 76.694, 1.737,  2.656
-182.915, 76.639, 1.743,  2.689
-182.897, 76.583, 1.749,  2.722
-182.879, 76.528, 1.755,  2.755
-182.861, 76.472, 1.761,  2.788
-182.843, 76.416, 1.767,  2.821
-182.825, 76.360, 1.773,  2.854
-182.806, 76.303, 1.779,  2.887
-182.788, 76.247, 1.785,  2.920
-182.770, 76.190, 1.791,  2.953
-182.751, 76.133, 1.798,  2.986
-182.733, 76.076, 1.804,  3.019
-182.714, 76.018, 1.810,  3.052
-182.695, 75.961, 1.816,  3.085
-182.676, 75.903, 1.822,  3.118
-182.657, 75.845, 1.828,  3.151
-182.639, 75.787, 1.835,  3.184
-182.620, 75.729, 1.841,  3.217
-182.600, 75.670, 1.847,  3.250
-182.581, 75.611, 1.853,  3.283
-182.562, 75.553, 1.859,  3.316
-182.543, 75.493, 1.866,  3.349
-182.524, 75.434, 1.872,  3.382
-182.505, 75.375, 1.879,  3.415
-182.485, 75.315, 1.885,  3.448
-182.466, 75.255, 1.891,  3.481
-182.447, 75.195, 1.898,  3.514
-182.427, 75.134, 1.904,  3.547
-182.408, 75.074, 1.910,  3.580
-182.388, 75.013, 1.917,  3.613
-182.369, 74.952, 1.923,  3.646
-182.349, 74.891, 1.930,  3.679
-182.330, 74.829, 1.936,  3.712
-182.310, 74.768, 1.942,  3.745
-182.291, 74.706, 1.949,  3.778
-182.271, 74.643, 1.955,  3.811
-182.252, 74.581, 1.962,  3.844
-182.232, 74.518, 1.968,  3.877
-182.213, 74.456, 1.975,  3.910
-182.193, 74.393, 1.981,  3.943
-182.174, 74.329, 1.988,  3.976
-182.155, 74.266, 1.995,  4.009
-182.135, 74.202, 2.001,  4.042
-182.116, 74.138, 2.008,  4.075
-182.096, 74.074, 2.015,  4.108
-182.077, 74.009, 2.022,  4.141
-182.058, 73.944, 2.028,  4.174
-182.039, 73.879, 2.035,  4.207
-182.019, 73.814, 2.042,  4.240
-182.000, 73.749, 2.049,  4.273
-181.981, 73.683, 2.055,  4.306
-181.962, 73.617, 2.062,  4.339
-181.943, 73.551, 2.069,  4.372
-181.924, 73.484, 2.076,  4.405
-181.905, 73.417, 2.083,  4.438
-181.886, 73.350, 2.090,  4.471
-181.868, 73.283, 2.097,  4.504
-181.849, 73.216, 2.104,  4.537
-181.830, 73.148, 2.111,  4.570
-181.812, 73.080, 2.118,  4.603
-181.793, 73.011, 2.125,  4.636
-181.775, 72.943, 2.132,  4.669
-181.757, 72.874, 2.139,  4.702
-181.739, 72.805, 2.146,  4.735
-181.721, 72.735, 2.153,  4.768
-181.703, 72.666, 2.160,  4.801
-181.685, 72.596, 2.168,  4.834
-181.667, 72.525, 2.175,  4.867
-181.649, 72.455, 2.182,  4.900
-181.632, 72.384, 2.189,  4.933
-181.614, 72.313, 2.197,  4.966
-181.597, 72.242, 2.204,  4.999
-181.580, 72.170, 2.211,  5.032
-181.563, 72.098, 2.219,  5.065
-181.546, 72.026, 2.226,  5.098
-181.529, 71.953, 2.233,  5.131
-181.512, 71.880, 2.241,  5.164
-181.495, 71.807, 2.248,  5.197
-181.479, 71.734, 2.255,  5.230
-181.463, 71.660, 2.263,  5.263
-181.447, 71.586, 2.270,  5.296
-181.431, 71.512, 2.278,  5.329
-181.415, 71.438, 2.285,  5.362
-181.399, 71.363, 2.293,  5.395
-181.384, 71.288, 2.301,  5.428
-181.368, 71.212, 2.308,  5.461
-181.353, 71.137, 2.316,  5.494
-181.338, 71.061, 2.324,  5.527
-181.323, 70.984, 2.331,  5.560
-181.308, 70.908, 2.339,  5.593
-181.294, 70.831, 2.347,  5.626
-181.279, 70.754, 2.355,  5.659
-181.265, 70.676, 2.362,  5.692
-181.251, 70.599, 2.370,  5.725
-181.237, 70.520, 2.378,  5.758
-181.224, 70.442, 2.386,  5.791
-181.210, 70.363, 2.394,  5.824
-181.197, 70.284, 2.402,  5.857
-181.184, 70.205, 2.410,  5.890
-181.171, 70.126, 2.418,  5.923
-181.159, 70.046, 2.426,  5.956
-181.146, 69.965, 2.434,  5.989
-181.134, 69.885, 2.442,  6.022
-181.122, 69.804, 2.450,  6.055
-181.110, 69.723, 2.459,  6.088
-181.098, 69.642, 2.467,  6.121
-181.087, 69.560, 2.475,  6.154
-181.076, 69.478, 2.483,  6.187
-181.065, 69.396, 2.491,  6.220
-181.054, 69.313, 2.500,  6.253
-181.043, 69.230, 2.508,  6.286
-181.033, 69.147, 2.516,  6.319
-181.023, 69.063, 2.525,  6.352
-181.013, 68.979, 2.533,  6.385
-181.003, 68.895, 2.542,  6.418
-180.994, 68.810, 2.550,  6.451
-180.985, 68.726, 2.559,  6.484
-180.976, 68.640, 2.567,  6.517
-180.967, 68.555, 2.576,  6.550
-180.959, 68.469, 2.584,  6.583
-180.950, 68.383, 2.593,  6.616
-180.942, 68.297, 2.601,  6.649
-180.935, 68.210, 2.610,  6.682
-180.927, 68.123, 2.619,  6.715
-180.920, 68.036, 2.628,  6.748
-180.913, 67.948, 2.637,  6.781
-180.906, 67.860, 2.645,  6.814
-180.899, 67.772, 2.654,  6.847
-180.893, 67.683, 2.663,  6.880
-180.887, 67.595, 2.672,  6.913
-180.881, 67.505, 2.681,  6.946
-180.876, 67.416, 2.690,  6.979
-180.870, 67.326, 2.699,  7.012
-180.865, 67.236, 2.708,  7.045
-180.860, 67.145, 2.717,  7.078
-180.856, 67.055, 2.726,  7.111
-180.851, 66.964, 2.735,  7.144
-180.847, 66.872, 2.745,  7.177
-180.843, 66.780, 2.754,  7.210
-180.840, 66.688, 2.763,  7.243
-180.836, 66.596, 2.772,  7.276
-180.833, 66.503, 2.781,  7.309
-180.830, 66.410, 2.791,  7.342
-180.828, 66.317, 2.800,  7.375
-180.825, 66.223, 2.810,  7.408
-180.823, 66.129, 2.819,  7.441
-180.821, 66.035, 2.828,  7.474
-180.819, 65.941, 2.838,  7.507
-180.818, 65.846, 2.847,  7.540
-180.817, 65.750, 2.857,  7.573
-180.816, 65.655, 2.867,  7.606
-180.815, 65.559, 2.876,  7.639
-180.815, 65.463, 2.886,  7.672
-180.814, 65.366, 2.896,  7.705
-180.814, 65.270, 2.905,  7.738
-180.815, 65.172, 2.915,  7.771
-180.815, 65.075, 2.925,  7.804
-180.816, 64.977, 2.934,  7.837
-180.816, 64.879, 2.944,  7.870
-180.818, 64.781, 2.954,  7.903
-180.819, 64.682, 2.964,  7.936
-180.821, 64.583, 2.974,  7.969
-180.822, 64.483, 2.984,  8.002
-180.824, 64.383, 2.994,  8.035
-180.827, 64.283, 3.004,  8.068
-180.829, 64.183, 3.015,  8.101
-180.832, 64.082, 3.025,  8.134
-180.834, 63.981, 3.035,  8.167
-180.837, 63.880, 3.045,  8.200
-180.841, 63.778, 3.055,  8.233
-180.844, 63.676, 3.065,  8.266
-180.848, 63.573, 3.076,  8.299
-180.852, 63.471, 3.086,  8.332
-180.856, 63.367, 3.096,  8.365
-180.860, 63.264, 3.107,  8.398
-180.864, 63.160, 3.117,  8.431
-180.869, 63.056, 3.127,  8.464
-180.873, 62.952, 3.138,  8.497
-180.878, 62.847, 3.148,  8.530
-180.883, 62.742, 3.159,  8.563
-180.889, 62.636, 3.169,  8.596
-180.894, 62.531, 3.180,  8.629
-180.899, 62.424, 3.191,  8.662
-180.905, 62.318, 3.201,  8.695
-180.911, 62.211, 3.212,  8.728
-180.917, 62.104, 3.223,  8.761
-180.923, 61.996, 3.234,  8.794
-180.929, 61.888, 3.244,  8.827
-180.936, 61.780, 3.255,  8.860
-180.942, 61.672, 3.266,  8.893
-180.949, 61.563, 3.277,  8.926
-180.956, 61.453, 3.288,  8.959
-180.963, 61.344, 3.299,  8.992
-180.970, 61.234, 3.310,  9.025
-180.977, 61.123, 3.321,  9.058
-180.984, 61.012, 3.332,  9.091
-180.991, 60.901, 3.343,  9.124
-180.999, 60.790, 3.355,  9.157
-181.006, 60.678, 3.366,  9.190
-181.014, 60.566, 3.377,  9.223
-181.021, 60.453, 3.388,  9.256
-181.029, 60.340, 3.400,  9.289
-181.037, 60.227, 3.411,  9.322
-181.045, 60.113, 3.422,  9.355
-181.052, 59.999, 3.434,  9.388
-181.060, 59.884, 3.445,  9.421
-181.068, 59.770, 3.457,  9.454
-181.077, 59.654, 3.468,  9.487
-181.085, 59.539, 3.480,  9.520
-181.093, 59.423, 3.491,  9.553
-181.101, 59.306, 3.503,  9.586
-181.109, 59.190, 3.515,  9.619
-181.117, 59.072, 3.526,  9.652
-181.126, 58.955, 3.538,  9.685
-181.134, 58.837, 3.550,  9.718
-181.142, 58.718, 3.562,  9.751
-181.150, 58.600, 3.574,  9.784
-181.159, 58.481, 3.585,  9.817
-181.167, 58.361, 3.597,  9.850
-181.175, 58.241, 3.609,  9.883
-181.183, 58.121, 3.621,  9.916
-181.192, 58.000, 3.633,  9.949
-181.200, 57.879, 3.646,  9.982
-181.208, 57.757, 3.658, 10.015
-181.216, 57.635, 3.670, 10.048
-181.224, 57.513, 3.682, 10.081
-181.232, 57.390, 3.695, 10.114
-181.240, 57.267, 3.707, 10.147
-181.248, 57.143, 3.719, 10.180
-181.256, 57.019, 3.732, 10.213
-181.264, 56.895, 3.744, 10.246
-181.272, 56.770, 3.757, 10.279
-181.279, 56.645, 3.769, 10.312
-181.287, 56.519, 3.782, 10.345
-181.294, 56.393, 3.795, 10.378
-181.302, 56.266, 3.807, 10.411
-181.309, 56.139, 3.820, 10.444
-181.317, 56.012, 3.833, 10.477
-181.324, 55.884, 3.845, 10.510
-181.331, 55.756, 3.858, 10.543
-181.338, 55.627, 3.871, 10.576
-181.345, 55.498, 3.884, 10.609
-181.352, 55.368, 3.897, 10.642
-181.359, 55.238, 3.910, 10.675
-181.365, 55.108, 3.923, 10.708
-181.372, 54.977, 3.936, 10.741
-181.378, 54.845, 3.949, 10.774
-181.384, 54.713, 3.962, 10.807
-181.391, 54.581, 3.975, 10.840
-181.397, 54.448, 3.988, 10.873
-181.402, 54.315, 4.001, 10.906
-181.408, 54.182, 4.014, 10.939
-181.414, 54.048, 4.027, 10.972
-181.419, 53.913, 4.040, 11.005
-181.425, 53.779, 4.053, 11.038
-181.430, 53.643, 4.066, 11.071
-181.435, 53.507, 4.079, 11.104
-181.440, 53.371, 4.093, 11.137
-181.445, 53.235, 4.106, 11.170
-181.450, 53.097, 4.120, 11.203
-181.454, 52.960, 4.133, 11.236
-181.459, 52.822, 4.147, 11.269
-181.463, 52.683, 4.160, 11.302
-181.467, 52.544, 4.174, 11.335
-181.471, 52.405, 4.188, 11.368
-181.475, 52.265, 4.201, 11.401
-181.479, 52.125, 4.215, 11.434
-181.482, 51.984, 4.229, 11.467
-181.485, 51.843, 4.243, 11.500
-181.489, 51.701, 4.257, 11.533
-181.492, 51.559, 4.271, 11.566
-181.495, 51.416, 4.285, 11.599
-181.497, 51.273, 4.299, 11.632
-181.500, 51.129, 4.313, 11.665
-181.502, 50.985, 4.327, 11.698
-181.505, 50.840, 4.342, 11.731
-181.507, 50.695, 4.356, 11.764
-181.509, 50.550, 4.370, 11.797
-181.511, 50.404, 4.385, 11.830
-181.512, 50.257, 4.399, 11.863
-181.514, 50.110, 4.414, 11.896
-181.515, 49.963, 4.428, 11.929
-181.517, 49.815, 4.443, 11.962
-181.518, 49.666, 4.457, 11.995
-181.519, 49.517, 4.472, 12.028
-181.520, 49.368, 4.486, 12.061
-181.520, 49.218, 4.501, 12.094
-181.521, 49.068, 4.516, 12.127
-181.521, 48.917, 4.531, 12.160
-181.522, 48.765, 4.546, 12.193
-181.522, 48.613, 4.560, 12.226
-181.522, 48.461, 4.575, 12.259
-181.522, 48.308, 4.591, 12.292
-181.522, 48.155, 4.606, 12.325
-181.521, 48.001, 4.621, 12.358
-181.521, 47.846, 4.636, 12.391
-181.520, 47.692, 4.651, 12.424
-181.519, 47.536, 4.667, 12.457
-181.519, 47.380, 4.682, 12.490
-181.518, 47.224, 4.698, 12.523
-181.517, 47.067, 4.713, 12.556
-181.516, 46.909, 4.729, 12.589
-181.514, 46.751, 4.744, 12.622
-181.513, 46.593, 4.760, 12.655
-181.512, 46.434, 4.776, 12.688
-181.510, 46.274, 4.791, 12.721
-181.508, 46.114, 4.807, 12.754
-181.507, 45.953, 4.823, 12.787
-181.505, 45.792, 4.839, 12.820
-181.503, 45.630, 4.855, 12.853
-181.501, 45.468, 4.871, 12.886
-181.499, 45.306, 4.887, 12.919
-181.497, 45.142, 4.903, 12.952
-181.495, 44.978, 4.919, 12.985
-181.493, 44.814, 4.935, 13.018
-181.490, 44.649, 4.951, 13.051
-181.488, 44.484, 4.968, 13.084
-181.486, 44.318, 4.984, 13.117
-181.483, 44.151, 5.001, 13.150
-181.481, 43.984, 5.017, 13.183
-181.478, 43.816, 5.034, 13.216
-181.476, 43.648, 5.051, 13.249
-181.473, 43.479, 5.067, 13.282
-181.470, 43.310, 5.083, 13.315
-181.468, 43.140, 5.097, 13.348
-181.465, 42.970, 5.101, 13.381
-181.462, 42.801, 5.086, 13.414
-181.460, 42.632, 5.067, 13.447
-181.457, 42.464, 5.053, 13.480
-181.454, 42.296, 5.046, 13.513
-181.452, 42.128, 5.044, 13.546
-181.449, 41.960, 5.050, 13.579
-181.446, 41.791, 5.064, 13.612
-181.444, 41.622, 5.084, 13.645
-181.441, 41.451, 5.111, 13.678
-181.438, 41.280, 5.145, 13.711
-181.436, 41.107, 5.184, 13.744
-181.433, 40.933, 5.227, 13.777
-181.430, 40.758, 5.272, 13.810
-181.428, 40.580, 5.318, 13.843
-181.425, 40.402, 5.363, 13.876
-181.423, 40.222, 5.406, 13.909
-181.420, 40.040, 5.445, 13.942
-181.417, 39.858, 5.479, 13.975
-181.415, 39.675, 5.509, 14.008
-181.412, 39.490, 5.534, 14.041
-181.410, 39.305, 5.555, 14.074
-181.408, 39.120, 5.571, 14.107
-181.405, 38.934, 5.583, 14.140
-181.403, 38.748, 5.592, 14.173
-181.401, 38.561, 5.600, 14.206
-181.398, 38.375, 5.605, 14.239
-181.396, 38.188, 5.610, 14.272
-181.394, 38.001, 5.615, 14.305
-181.392, 37.814, 5.621, 14.338
-181.390, 37.626, 5.628, 14.371
-181.388, 37.439, 5.636, 14.404
-181.386, 37.251, 5.646, 14.437
-181.384, 37.062, 5.659, 14.470
-181.383, 36.873, 5.674, 14.503
-181.381, 36.684, 5.692, 14.536
-181.379, 36.493, 5.712, 14.569
-181.378, 36.302, 5.734, 14.602
-181.376, 36.111, 5.758, 14.635
-181.375, 35.918, 5.783, 14.668
-181.374, 35.724, 5.810, 14.701
-181.372, 35.530, 5.837, 14.734
-181.371, 35.335, 5.865, 14.767
-181.370, 35.138, 5.892, 14.800
-181.369, 34.941, 5.919, 14.833
-181.368, 34.743, 5.945, 14.866
-181.367, 34.544, 5.969, 14.899
-181.366, 34.345, 5.992, 14.932
-181.365, 34.145, 6.014, 14.965
-181.364, 33.944, 6.035, 14.998
-181.363, 33.742, 6.054, 15.031
-181.363, 33.540, 6.072, 15.064
-181.362, 33.337, 6.090, 15.097
-181.362, 33.134, 6.107, 15.130
-181.361, 32.930, 6.123, 15.163
-181.361, 32.725, 6.140, 15.196
-181.361, 32.520, 6.156, 15.229
-181.360, 32.315, 6.173, 15.262
-181.360, 32.108, 6.190, 15.295
-181.360, 31.902, 6.208, 15.328
-181.360, 31.694, 6.227, 15.361
-181.360, 31.486, 6.247, 15.394
-181.360, 31.277, 6.268, 15.427
-181.360, 31.068, 6.289, 15.460
-181.360, 30.858, 6.311, 15.493
-181.360, 30.647, 6.334, 15.526
-181.360, 30.435, 6.357, 15.559
-181.360, 30.222, 6.380, 15.592
-181.360, 30.009, 6.404, 15.625
-181.361, 29.795, 6.428, 15.658
-181.361, 29.580, 6.452, 15.691
-181.362, 29.364, 6.475, 15.724
-181.362, 29.148, 6.498, 15.757
-181.362, 28.931, 6.521, 15.790
-181.363, 28.713, 6.544, 15.823
-181.363, 28.494, 6.566, 15.856
-181.364, 28.275, 6.587, 15.889
-181.364, 28.055, 6.609, 15.922
-181.365, 27.834, 6.630, 15.955
-181.365, 27.612, 6.651, 15.988
-181.366, 27.390, 6.672, 16.021
-181.367, 27.167, 6.693, 16.054
-181.367, 26.944, 6.714, 16.087
-181.368, 26.719, 6.736, 16.120
-181.368, 26.494, 6.757, 16.153
-181.369, 26.268, 6.779, 16.186
-181.370, 26.042, 6.802, 16.219
-181.370, 25.815, 6.825, 16.252
-181.371, 25.587, 6.848, 16.285
-181.372, 25.358, 6.871, 16.318
-181.372, 25.128, 6.894, 16.351
-181.373, 24.898, 6.918, 16.384
-181.373, 24.666, 6.942, 16.417
-181.374, 24.434, 6.966, 16.450
-181.375, 24.202, 6.989, 16.483
-181.375, 23.968, 7.013, 16.516
-181.376, 23.734, 7.036, 16.549
-181.376, 23.499, 7.059, 16.582
-181.377, 23.263, 7.082, 16.615
-181.377, 23.026, 7.105, 16.648
-181.378, 22.789, 7.128, 16.681
-181.378, 22.550, 7.151, 16.714
-181.379, 22.311, 7.175, 16.747
-181.379, 22.072, 7.198, 16.780
-181.379, 21.831, 7.221, 16.813
-181.380, 21.590, 7.245, 16.846
-181.380, 21.348, 7.269, 16.879
-181.380, 21.105, 7.293, 16.912
-181.381, 20.861, 7.317, 16.945
-181.381, 20.617, 7.342, 16.978
-181.381, 20.371, 7.366, 17.011
-181.381, 20.125, 7.391, 17.044
-181.381, 19.878, 7.416, 17.077
-181.381, 19.630, 7.441, 17.110
-181.381, 19.382, 7.466, 17.143
-181.381, 19.132, 7.491, 17.176
-181.381, 18.882, 7.516, 17.209
-181.381, 18.631, 7.541, 17.242
-181.381, 18.379, 7.566, 17.275
-181.381, 18.126, 7.592, 17.308
-181.381, 17.872, 7.617, 17.341
-181.381, 17.618, 7.642, 17.374
-181.380, 17.362, 7.667, 17.407
-181.380, 17.106, 7.692, 17.440
-181.380, 16.849, 7.717, 17.473
-181.379, 16.591, 7.742, 17.506
-181.379, 16.332, 7.767, 17.539
-181.379, 16.073, 7.792, 17.572
-181.378, 15.813, 7.818, 17.605
-181.378, 15.551, 7.843, 17.638
-181.377, 15.289, 7.869, 17.671
-181.377, 15.026, 7.895, 17.704
-181.376, 14.762, 7.921, 17.737
-181.375, 14.498, 7.947, 17.770
-181.375, 14.232, 7.974, 17.803
-181.374, 13.966, 8.000, 17.836
-181.373, 13.698, 8.027, 17.869
-181.373, 13.430, 8.054, 17.902
-181.372, 13.161, 8.081, 17.935
-181.371, 12.891, 8.108, 17.968
-181.370, 12.620, 8.135, 18.001
-181.370, 12.348, 8.162, 18.034
-181.369, 12.075, 8.190, 18.067
-181.368, 11.802, 8.217, 18.100
-181.367, 11.527, 8.244, 18.133
-181.366, 11.252, 8.272, 18.166
-181.365, 10.975, 8.300, 18.199
-181.365, 10.698, 8.327, 18.232
-181.364, 10.419, 8.355, 18.265
-181.363, 10.140, 8.383, 18.298
-181.362, 9.860, 8.410, 18.331
-181.361, 9.579, 8.438, 18.364
-181.360, 9.297, 8.466, 18.397
-181.359, 9.014, 8.494, 18.430
-181.358, 8.730, 8.522, 18.463
-181.357, 8.446, 8.551, 18.496
-181.356, 8.160, 8.579, 18.529
-181.355, 7.873, 8.608, 18.562
-181.354, 7.585, 8.636, 18.595
-181.353, 7.297, 8.665, 18.628
-181.352, 7.007, 8.694, 18.661
-181.351, 6.717, 8.723, 18.694
-181.350, 6.425, 8.752, 18.727
-181.349, 6.133, 8.781, 18.760
-181.348, 5.839, 8.811, 18.793
-181.347, 5.545, 8.840, 18.826
-181.346, 5.249, 8.870, 18.859
-181.345, 4.953, 8.899, 18.892
-181.344, 4.656, 8.929, 18.925
-181.343, 4.357, 8.959, 18.958
-181.343, 4.058, 8.988, 18.991
-181.342, 3.758, 9.018, 19.024
-181.341, 3.456, 9.048, 19.057
-181.340, 3.154, 9.078, 19.090
-181.339, 2.850, 9.108, 19.123
-181.338, 2.546, 9.139, 19.156
-181.337, 2.241, 9.169, 19.189
-181.336, 1.934, 9.199, 19.222
-181.335, 1.627, 9.230, 19.255
-181.334, 1.318, 9.261, 19.288
-181.333, 1.009, 9.292, 19.321
-181.332, 0.698, 9.323, 19.354
-181.331, 0.387, 9.354, 19.387
-181.331, 0.074, 9.385, 19.420
-181.330, -0.239, 9.417, 19.453
-181.329, -0.554, 9.448, 19.486
-181.328, -0.870, 9.480, 19.519
-181.327, -1.187, 9.511, 19.552
-181.326, -1.504, 9.543, 19.585
-181.325, -1.823, 9.575, 19.618
-181.324, -2.143, 9.607, 19.651
-181.323, -2.464, 9.639, 19.684
-181.323, -2.786, 9.671, 19.717
-181.322, -3.110, 9.703, 19.750
-181.321, -3.434, 9.735, 19.783
-181.320, -3.759, 9.768, 19.816
-181.319, -4.086, 9.800, 19.849
-181.318, -4.413, 9.833, 19.882
-181.317, -4.742, 9.866, 19.915
-181.316, -5.071, 9.899, 19.948
-181.316, -5.402, 9.932, 19.981
-181.315, -5.734, 9.965, 20.014
-181.314, -6.067, 9.998, 20.047
-181.313, -6.401, 10.031, 20.080
-181.312, -6.736, 10.065, 20.113
-181.311, -7.073, 10.098, 20.146
-181.310, -7.410, 10.132, 20.179
-181.309, -7.749, 10.166, 20.212
-181.308, -8.089, 10.200, 20.245
-181.307, -8.429, 10.234, 20.278
-181.306, -8.771, 10.268, 20.311
-181.305, -9.115, 10.302, 20.344
-181.304, -9.459, 10.337, 20.377
-181.303, -9.804, 10.371, 20.410
-181.302, -10.151, 10.406, 20.443
-181.301, -10.499, 10.441, 20.476
-181.300, -10.848, 10.475, 20.509
-181.299, -11.198, 10.510, 20.542
-181.298, -11.549, 10.545, 20.575
-181.297, -11.901, 10.581, 20.608
-181.296, -12.255, 10.616, 20.641
-181.295, -12.610, 10.651, 20.674
-181.293, -12.966, 10.687, 20.707
-181.292, -13.323, 10.722, 20.740
-181.291, -13.681, 10.758, 20.773
-181.290, -14.040, 10.794, 20.806
-181.289, -14.401, 10.830, 20.839
-181.287, -14.763, 10.866, 20.872
-181.286, -15.126, 10.902, 20.905
-181.285, -15.491, 10.939, 20.938
-181.284, -15.856, 10.975, 20.971
-181.282, -16.223, 11.012, 21.004
-181.281, -16.591, 11.049, 21.037
-181.280, -16.960, 11.086, 21.070
-181.278, -17.331, 11.123, 21.103
-181.277, -17.702, 11.160, 21.136
-181.276, -18.075, 11.197, 21.169
-181.274, -18.449, 11.235, 21.202
-181.273, -18.825, 11.272, 21.235
-181.271, -19.202, 11.310, 21.268
-181.270, -19.580, 11.348, 21.301
-181.268, -19.959, 11.386, 21.334
-181.267, -20.339, 11.424, 21.367
-181.265, -20.721, 11.462, 21.400
-181.264, -21.104, 11.500, 21.433
-181.262, -21.488, 11.539, 21.466
-181.261, -21.874, 11.578, 21.499
-181.259, -22.261, 11.617, 21.532
-181.258, -22.649, 11.656, 21.565
-181.256, -23.039, 11.695, 21.598
-181.255, -23.429, 11.734, 21.631
-181.253, -23.822, 11.774, 21.664
-181.251, -24.215, 11.814, 21.697
-181.250, -24.610, 11.854, 21.730
-181.248, -25.006, 11.894, 21.763
-181.246, -25.404, 11.934, 21.796
-181.245, -25.802, 11.974, 21.829
-181.243, -26.203, 12.015, 21.862
-181.241, -26.604, 12.055, 21.895
-181.240, -27.007, 12.096, 21.928
-181.238, -27.411, 12.137, 21.961
-181.236, -27.817, 12.177, 21.994
-181.234, -28.224, 12.218, 22.027
-181.233, -28.632, 12.259, 22.060
-181.231, -29.042, 12.300, 22.093
-181.229, -29.453, 12.342, 22.126
-181.227, -29.865, 12.383, 22.159
-181.226, -30.279, 12.425, 22.192
-181.224, -30.694, 12.466, 22.225
-181.222, -31.111, 12.508, 22.258
-181.220, -31.529, 12.550, 22.291
-181.218, -31.948, 12.592, 22.324
-181.216, -32.369, 12.634, 22.357
-181.215, -32.791, 12.677, 22.390
-181.213, -33.215, 12.719, 22.423
-181.211, -33.640, 12.762, 22.456
-181.209, -34.066, 12.805, 22.489
-181.207, -34.494, 12.848, 22.522
-181.205, -34.924, 12.892, 22.555
-181.203, -35.355, 12.935, 22.588
-181.201, -35.787, 12.979, 22.621
-181.199, -36.221, 13.022, 22.654
-181.197, -36.656, 13.066, 22.687
-181.195, -37.092, 13.110, 22.720
-181.193, -37.531, 13.154, 22.753
-181.191, -37.970, 13.198, 22.786
-181.189, -38.411, 13.243, 22.819
-181.187, -38.854, 13.287, 22.852
-181.185, -39.298, 13.332, 22.885
-181.183, -39.743, 13.376, 22.918
-181.181, -40.190, 13.421, 22.951
-181.179, -40.639, 13.466, 22.984
-181.177, -41.089, 13.512, 23.017
-181.175, -41.540, 13.557, 23.050
